id;processo;tribunal;natureza;distribuicao_data;numero;instancia;codigo_identificador;id
398;0022263-23.2017.4.01.3700;TRF1;"12154 - EXECUCAO DE TITULO EXTRAJUDICIAL";2017-07-13;222632320174013700;1;"0022263-23.2017.4.01.3700 12154 - Execução de Título Extrajudicial 13/07/2017";431393502
399;0013768-87.2017.4.01.3700;TRF1;"12154 - EXECUCAO DE TITULO EXTRAJUDICIAL";2017-05-15;137688720174013700;1;"0013768-87.2017.4.01.3700 12154 - Execução de Título Extrajudicial 12/05/2017";431492247
400;0001120-02.2008.4.01.3309;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11200220084013309;1;"0001120-02.2008.4.01.3309 1707 - Reintegração / Manutenção de Posse 08/10/2008";431500853
401;0001120-02.2008.4.01.3309;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11200220084013309;1;"0001120-02.2008.4.01.3309 1707 - Reintegração / Manutenção de Posse 08/10/2008";431500853
402;0069367-48.2011.4.01.3400;TRF1;"PROCEDIMENTO COMUM CIVEL";2011-12-16;693674820114013400;1;"PROCEDIMENTO COMUM CÍVEL 0069367-48.2011.4.01.3400";423611549
403;0001992-17.2008.4.01.3309;TRF1;"AGRAVO DE INSTRUMENTO";2016-03-11;131927320164010000;2;"0013192-73.2016.4.01.0000 Agravo de Instrumento 11/03/2016";427069801
404;0001992-17.2008.4.01.3309;TRF1;"PROCEDIMENTO COMUM CIVEL";2008-12-18;19921720084013309;1;"PROCEDIMENTO COMUM CÍVEL 0001992-17.2008.4.01.3309";427773208
405;0106862-60.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-11-20;1068626020154013700;1;"0106862-60.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 20/11/2015";431922939
406;0008426-58.2009.4.01.3900;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-12-21;84265820094013900;1;"0008426-58.2009.4.01.3900 1707 - Reintegração / Manutenção de Posse 20/08/2009";432062862
407;0008426-58.2009.4.01.3900;TRF1;"AGRAVO DE INSTRUMENTO";2010-07-12;327946020104010000;2;"0032794-60.2010.4.01.0000 Agravo de Instrumento 09/07/2010";510563764
408;0051724-45.2014.4.01.3700;TRF1;"65 - ACAO CIVIL PUBLICA";2015-10-16;41067020154013700;1;"0004106-70.2015.4.01.3700 65 - Ação Civil Pública 30/01/2015";432056039
409;2688569-96.2011.8.13.0024;TJMG;"REINTEGRACAO MANUTENCAO DE POSSE";2011-09-01;26885699620118130024;1;"2688569-96.2011.8.13.0024 Reintegração / Manutenção de Posse";435129516
410;0032553-62.2016.8.13.0694;TJMG;"PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL";2016-07-01;325536220168130694;1;"0032553-62.2016.8.13.0694 Procedimento do Juizado Especial Cível";435633903
411;0843577-71.2018.8.14.0301;TJPA;"PROCEDIMENTO ORDINARIO CIVEL";2018-07-03;8435777120188140301;1;"PROCEDIMENTO ORDINÁRIO CÍVEL 0843577-71.2018.8.14.0301";335293722
412;0843577-71.2018.8.14.0301;TJPA;"ACAO CIVIL COLETIVA";2018-03-16;8248879120188140301;1;"AÇÃO CIVIL COLETIVA 0824887-91.2018.8.14.0301";436057614
413;0824887-91.2018.8.14.0301;TJPA;"RECURSO ESPECIAL";2021-07-07;8065418820198140000;2;"RECURSO ESPECIAL 0806541-88.2019.8.14.0000";463440364
414;0824887-91.2018.8.14.0301;TJPA;"PROCEDIMENTO COMUM CIVEL";2018-07-03;8435777120188140301;1;"PROCEDIMENTO COMUM CÍVEL 0843577-71.2018.8.14.0301";435790297
415;0700096-16.2021.8.07.0018;STJ;"SUSPENSAO DE LIMINAR E DE SENTENCA";2021-09-16;3007443020213000000;3;"SLS 2997 DF";460162211
416;5000130-62.2021.8.24.0053;TJSC;"PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL";2019-10-15;50006326920198240053;1;"5000632-69.2019.8.24.0053 PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL";382027223
417;0800411-64.2021.8.10.0084;TJMA;"PROCEDIMENTO COMUM CIVEL";2020-10-06;8013706920208100084;1;"PROCEDIMENTO COMUM CÍVEL 0801370-69.2020.8.10.0084";417463331
418;0007190-44.2018.4.01.3807;TJMG;"REINTEGRACAO MANUTENCAO DE POSSE 1707";2017-01-26;50082260420178130024;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 5008226-04.2017.8.13.0024";312438417
419;0007190-44.2018.4.01.3807;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2021-10-14;10373527220214010000;2;"CONFLITO DE COMPETÊNCIA CÍVEL 1037352-72.2021.4.01.0000";462653319
420;0227076-30.1980.4.03.6100;TRF3;"CUMPRIMENTO DE SENTENCA CONTRA A FAZENDA PUBLICA";1980-07-10;2270763019804036100;1;"CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA 0227076-30.1980.4.03.6100";442694710
421;0227076-30.1980.4.03.6100;TRF3;"229 CUMPRIMENTO DE SENTENCA";2014-09-15;2270763019804036100;1;"0227076-30.1980.4.03.6100 229 . CUMPRIMENTO DE SENTENCA";387878406
422;5000175-61.2021.8.13.0671;TJMG;"APELACAO CIVEL";2023-01-10;50001756120218130671;2;"5000175-61.2021.8.13.0671 Apelação Cível";514608012
423;1001605-19.2021.4.01.3312;TRF1;"AGRAVO DE INSTRUMENTO";2021-05-04;10149076020214010000;2;"AGRAVO DE INSTRUMENTO 1014907-60.2021.4.01.0000";448347132
424;5000626-94.2021.4.02.5111;TRF2;"EXECUCAO DE TITULO EXTRAJUDICIAL";2020-02-05;50000902020204025111;1;"5000090-20.2020.4.02.5111 EXECUÇÃO DE TÍTULO EXTRAJUDICIAL";395691719
425;1001556-75.2021.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-08-31;10311625920224010000;2;"AGRAVO DE INSTRUMENTO 1031162-59.2022.4.01.0000";501358938
426;1001556-75.2021.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-09-05;10316354520224010000;2;"AGRAVO DE INSTRUMENTO 1031635-45.2022.4.01.0000";501935544
427;5000527-47.2021.8.21.0040;TRF4;"EXECUCAO DE TITULO EXTRAJUDICIAL";2020-10-23;50025077620204047119;1;"5002507-76.2020.4.04.7119 EXECUÇÃO DE TÍTULO EXTRAJUDICIAL";419043425
428;1001654-60.2021.4.01.3506;TRF1;"EMBARGOS DE TERCEIRO CIVEL";2022-10-04;10029603020224013506;1;"EMBARGOS DE TERCEIRO CÍVEL 1002960-30.2022.4.01.3506";505391397
429;1001654-60.2021.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-03-30;10103275020224010000;2;"AGRAVO DE INSTRUMENTO 1010327-50.2022.4.01.0000";481585173
430;0002210-12.2018.8.24.0014;TJSC;"ACAO DE EXIGIR CONTAS";2018-11-26;22101220188240014;1;"Ação de Exigir Contas 0002210-12.2018.8.24.0014";394645104
431;1027905-18.2021.4.01.3700;TRF1;"PROCEDIMENTO COMUM CIVEL";2021-04-29;10183784220214013700;1;"PROCEDIMENTO COMUM CÍVEL 1018378-42.2021.4.01.3700";448094027
432;1027905-18.2021.4.01.3700;TRF1;"APELACAO CIVEL";2022-10-04;10279051820214013700;2;"APELAÇÃO CÍVEL 1027905-18.2021.4.01.3700";505549057
433;0308632-76.2015.8.24.0064;TJSC;"EXECUCAO DE TITULO EXTRAJUDICIAL";2015-02-11;3009559220158240064;1;"Execução de Título Extrajudicial 0300955-92.2015.8.24.0064";452112525
434;0000955-52.2008.4.01.3309;TRF1;"APELACAO REMESSA NECESSARIA";2017-11-14;9555220084013309;2;"APELAÇÃO / REMESSA NECESSÁRIA 0000955-52.2008.4.01.3309";404017086
435;0021683-68.2013.4.01.3300;TRF1;"65 - ACAO CIVIL PUBLICA";2013-06-26;216836820134013300;1;"0021683-68.2013.4.01.3300 65 - Ação Civil Pública 26/06/2013";420858106
436;0021683-68.2013.4.01.3300;TRF1;"PETICAO CIVEL";2014-04-28;150033320144013300;1;"PETIÇÃO CÍVEL 0015003-33.2014.4.01.3300";510490454
437;0021683-68.2013.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150041820144013300;1;"0015004-18.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432252
438;0021683-68.2013.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150033320144013300;1;"0015003-33.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432196
439;0021683-68.2013.4.01.3300;TRF1;"PETICAO CIVEL";2014-04-28;150041820144013300;1;"PETIÇÃO CÍVEL 0015004-18.2014.4.01.3300";510490366
440;0021683-68.2013.4.01.3300;TRF1;"CUMPRIMENTO PROVISORIO DE SENTENCA";2016-08-03;238869520164013300;1;"CUMPRIMENTO PROVISÓRIO DE SENTENÇA 0023886-95.2016.4.01.3300";510491083
441;0021683-68.2013.4.01.3300;TRF1;"157 - CUMPRIMENTO PROVISORIO DE SENTENCA";2016-08-03;238869520164013300;1;"0023886-95.2016.4.01.3300 157 - Cumprimento Provisório de Sentença 02/08/2016";510431662
442;0036211-66.2016.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2016-10-07;362116620164013700;1;"0036211-66.2016.4.01.3700 1707 - Reintegração / Manutenção de Posse 07/10/2016";431089909
443;0022263-23.2017.4.01.3700;TRF1;"12154 - EXECUCAO DE TITULO EXTRAJUDICIAL";2017-07-13;222632320174013700;1;"0022263-23.2017.4.01.3700 12154 - Execução de Título Extrajudicial 13/07/2017";431393502
444;0013768-87.2017.4.01.3700;TRF1;"12154 - EXECUCAO DE TITULO EXTRAJUDICIAL";2017-05-15;137688720174013700;1;"0013768-87.2017.4.01.3700 12154 - Execução de Título Extrajudicial 12/05/2017";431492247
445;0000923-77.2013.4.01.3501;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2014-12-19;9237720134013501;1;"0000923-77.2013.4.01.3501 7 - Procedimento Comum Cível 30/04/2013";431537689
446;0106862-60.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-11-20;1068626020154013700;1;"0106862-60.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 20/11/2015";431922939
447;0008426-58.2009.4.01.3900;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-12-21;84265820094013900;1;"0008426-58.2009.4.01.3900 1707 - Reintegração / Manutenção de Posse 20/08/2009";432062862
448;0008426-58.2009.4.01.3900;TRF1;"AGRAVO DE INSTRUMENTO";2010-07-12;327946020104010000;2;"0032794-60.2010.4.01.0000 Agravo de Instrumento 09/07/2010";510563764
449;0000399-90.2012.4.01.3703;TRF1;"1709 - INTERDITO PROIBITORIO";2012-03-20;3999020124013703;1;"0000399-90.2012.4.01.3703 1709 - Interdito Proibitório 07/03/2012";432156540
450;0032553-62.2016.8.13.0694;TJMG;"PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL";2016-07-01;325536220168130694;1;"0032553-62.2016.8.13.0694 Procedimento do Juizado Especial Cível";435633903
451;0802736-23.2021.8.10.0048;TJMA;"RECURSO INOMINADO CIVEL";2021-12-14;8027362320218100048;2;"RECURSO INOMINADO CÍVEL 0802736-23.2021.8.10.0048";483108610
452;0024637-57.2018.4.01.3900;TRF1;"1116 - EXECUCAO FISCAL";2018-10-03;246375720184013900;1;"0024637-57.2018.4.01.3900 1116 - Execução Fiscal 11/09/2018";335848766
453;5000105-20.2013.4.04.7102;TRF4;"CUMPRIMENTO DE SENTENCA CONTRA A FAZENDA PUBLICA";2011-11-22;50088080820114047102;1;"5008808-08.2011.4.04.7102 Cumprimento de Sentença contra a Fazenda Pública";458713359
454;5000105-20.2013.4.04.7102;TRF4;"AGRAVO DE INSTRUMENTO";2016-11-01;50479579820164040000;2;"5047957-98.2016.4.04.0000 Agravo de Instrumento";485981538
455;5000105-20.2013.4.04.7102;TRF4;"APELACAO CIVEL";2018-04-17;50001052020134047102;2;"5000105-20.2013.4.04.7102 Apelação Cível";485843479
456;5055820-48.2016.4.04.7100;TRF4;"AGRAVO DE INSTRUMENTO";2021-04-14;50149106020214040000;2;"5014910-60.2021.4.04.0000 Agravo de Instrumento";458870918
457;5055820-48.2016.4.04.7100;TJRS;"CARTA PRECATORIA CIVEL";2022-05-25;50007097720228210111;1;"5000709-77.2022.8.21.0111 Carta Precatória Cível";488387846
458;0014559-78.2017.8.14.0008;TJPA;"REINTEGRACAO MANUTENCAO DE POSSE";2017-12-07;145597820178140008;1;"0014559-78.2017.8.14.0008 Reintegração / Manutenção de Posse";391037138
459;0800631-30.2021.8.14.0091;TJPA;"PROCEDIMENTO COMUM CIVEL";2018-08-30;52053720188140091;1;"0005205-37.2018.8.14.0091 Procedimento Comum Cível";465721352
460;8000223-74.2020.8.05.0034;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2020-01-14;10012646320204013300;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 1001264-63.2020.4.01.3300";391680859
461;5027820-47.2016.4.04.7000;TRF4;"APELACAO CIVEL";2021-10-27;50278204720164047000;2;"5027820-47.2016.4.04.7000 Apelação Cível";463845931
462;0005205-37.2018.8.14.0091;TJPA;"CUMPRIMENTO DE SENTENCA";2021-10-14;8006313020218140091;1;"CUMPRIMENTO DE SENTENÇA 0800631-30.2021.8.14.0091";462715765
463;5051569-21.2015.4.04.7100;TRF4;"REINTEGRACAO MANUTENCAO DE POSSE";2014-12-19;50938433420144047100;1;"5093843-34.2014.4.04.7100 REINTEGRAÇÃO / MANUTENÇÃO DE POSSE";466009549
464;5051569-21.2015.4.04.7100;TRF4;"PEDIDO DE EFEITO SUSPENSIVO A APELACAO TURMA";2019-09-02;50375840320194040000;2;"5037584-03.2019.4.04.0000 PEDIDO DE EFEITO SUSPENSIVO À APELAÇÃO (TURMA)";465897492
465;5051569-21.2015.4.04.7100;TRF4;"AGRAVO DE INSTRUMENTO";2016-01-25;50022865220164040000;2;"5002286-52.2016.4.04.0000 Agravo de Instrumento";466009929
466;5051569-21.2015.4.04.7100;STJ;"AGRAVO EM RECURSO ESPECIAL";;50375840320194040000;3;2021/0377803-4;465862474
467;5093843-34.2014.4.04.7100;TRF4;"PROCEDIMENTO COMUM";2015-08-18;50515692120154047100;1;"5051569-21.2015.4.04.7100 PROCEDIMENTO COMUM";465894655
468;5093843-34.2014.4.04.7100;TRF4;"PEDIDO DE EFEITO SUSPENSIVO A APELACAO TURMA";2019-09-02;50375840320194040000;2;"5037584-03.2019.4.04.0000 PEDIDO DE EFEITO SUSPENSIVO À APELAÇÃO (TURMA)";465897492
469;5093843-34.2014.4.04.7100;TRF4;"AGRAVO DE INSTRUMENTO";2014-12-30;50328793520144040000;2;"5032879-35.2014.4.04.0000 Agravo de Instrumento";466116161
470;5093843-34.2014.4.04.7100;TRF4;"AGRAVO DE INSTRUMENTO";2016-01-25;50022865220164040000;2;"5002286-52.2016.4.04.0000 Agravo de Instrumento";466009929
471;0002194-23.2018.8.14.0051;TJPA;"REINTEGRACAO MANUTENCAO DE POSSE";2018-02-19;21942320188140051;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0002194-23.2018.8.14.0051";389182808
472;0002194-23.2018.8.14.0051;TJPA;"REINTEGRACAO MANUTENCAO DE POSSE";2018-02-19;21942320188140051;1;"0002194-23.2018.8.14.0051 Reintegração / Manutenção de Posse";337225962
473;2688569-96.2011.8.13.0024;TJMG;"REINTEGRACAO MANUTENCAO DE POSSE";2011-09-01;26885699620118130024;1;"2688569-96.2011.8.13.0024 Reintegração / Manutenção de Posse";435129516
474;0001860-33.2017.4.01.3700;TJMA;"PROCESSO CIVEL E DO TRABALHO PROCESSO DE CONHECIMENTO PROCEDIMENTO DE CONHECIMENTO PROCEDIMENTOS ESPECIAIS PROCEDIMENTOS ESPECIAIS DE JURISDICAO CONTENCIOSA REINTEGRACAO MANUTENCAO DE POSSE";2014-08-05;5808920148100097;1;"580-89.2014.8.10.0097 PROCESSO CÍVEL E DO TRABALHO | Processo de Conhecimento | Procedimento de Conhecimento | Procedimentos Especiais | Procedimentos Especiais de Jurisdição Contenciosa | Reintegração / Manutenção de Posse";474756952
475;0866381-33.2018.8.14.0301;TJPA;"ACAO CIVIL COLETIVA";2018-10-31;8663813320188140301;1;"AÇÃO CIVIL COLETIVA 0866381-33.2018.8.14.0301";339954173
476;0866381-33.2018.8.14.0301;TJPA;"AGRAVO DE INSTRUMENTO";2022-03-02;8087716920208140000;2;"AGRAVO DE INSTRUMENTO 0808771-69.2020.8.14.0000";442465743
477;0848105-80.2020.8.14.0301;TJPA;"ACAO CIVIL PUBLICA CIVEL";2020-09-09;8481058020208140301;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0848105-80.2020.8.14.0301";414155880
478;0819503-79.2020.8.14.0301;TJPA;"ACAO CIVIL PUBLICA CIVEL";2020-03-06;8195037920208140301;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0819503-79.2020.8.14.0301";398548967
479;0823390-08.2019.8.14.0301;TJPA;"ACAO CIVIL COLETIVA";2019-04-30;8233900820198140301;1;"AÇÃO CIVIL COLETIVA 0823390-08.2019.8.14.0301";359937417
480;0840689-61.2020.8.14.0301;TJPA;"ACAO CIVIL PUBLICA CIVEL";2020-07-31;8406896120208140301;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0840689-61.2020.8.14.0301";410438684
481;0824030-11.2019.8.14.0301;TJPA;"ACAO CIVIL COLETIVA";2019-05-03;8240301120198140301;1;"AÇÃO CIVIL COLETIVA 0824030-11.2019.8.14.0301";360402381
482;1000631-60.2018.4.01.3902;TRF1;"ACAO CIVIL PUBLICA 65";2018-12-19;10006316020184013902;1;"AÇÃO CIVIL PÚBLICA 1000631-60.2018.4.01.3902";343857279
483;0042995-98.2012.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2012-12-18;429959820124013700;1;"0042995-98.2012.4.01.3700 1707 - Reintegração / Manutenção de Posse 14/11/2012";477112621
484;0042995-98.2012.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2012-12-18;429959820124013700;1;"0042995-98.2012.4.01.3700 1707 - Reintegração / Manutenção de Posse 14/11/2012";477112621
485;1001276-21.2018.4.01.3309;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11166220084013309;1;"0001116-62.2008.4.01.3309 1707 - Reintegração / Manutenção de Posse 08/10/2008";429040788
486;1001276-21.2018.4.01.3309;TRF1;"EXECUCAO DE TITULO JUDICIAL - CEJUSC 156 - CUMPRIMENTO DE SENTENCA";2008-10-09;11166220084013309;1;"0001116-62.2008.4.01.3309 Execução de Título Judicial - CEJUSC \ 156 - Cumprimento de sentença 08/10/2008";429040794
487;0034943-45.2014.4.01.3700;TRF1;"APELACAO REMESSA NECESSARIA";2022-01-18;349434520144013700;2;"APELAÇÃO / REMESSA NECESSÁRIA 0034943-45.2014.4.01.3700";470767265
488;0008673-72.2013.4.01.3100;TRF1;"1709 - INTERDITO PROIBITORIO";2014-05-28;86745720134013100;1;"0008674-57.2013.4.01.3100 1709 - Interdito Proibitório 25/04/2012";486300887
489;0080649-17.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-08-25;806491720154013700;1;"0080649-17.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 24/08/2015";479866026
490;0022011-93.2012.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2014-09-04;220119320124013700;1;"0022011-93.2012.4.01.3700 1707 - Reintegração / Manutenção de Posse 05/06/2012";479882424
491;0080649-17.2015.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2015-08-25;806491720154013700;1;"0080649-17.2015.4.01.3700 1707 - Reintegração / Manutenção de Posse 24/08/2015";479866026
492;0022011-93.2012.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2014-09-04;220119320124013700;1;"0022011-93.2012.4.01.3700 1707 - Reintegração / Manutenção de Posse 05/06/2012";479882424
493;1000972-71.2022.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2023-02-23;10062791420234010000;2;"AGRAVO DE INSTRUMENTO 1006279-14.2023.4.01.0000";519130024
494;0800471-69.2022.8.19.0078;TJRJ;"AGRAVO DE INSTRUMENTO - CIVEL";2022-05-04;312499520228190000;2;"0031249-95.2022.8.19.0000 AGRAVO DE INSTRUMENTO - CÍVEL";485745564
495;0800471-69.2022.8.19.0078;TJRJ;"AGRAVO DE INSTRUMENTO - CIVEL";2022-05-04;313113820228190000;2;"0031311-38.2022.8.19.0000 AGRAVO DE INSTRUMENTO - CÍVEL";485745634
496;8000891-93.2022.8.05.0228;TRF1;"ACAO CIVIL PUBLICA 65";2017-11-16;10065996820174013300;1;"AÇÃO CIVIL PÚBLICA 1006599-68.2017.4.01.3300";307910002
497;0006757-08.2011.4.01.3800;TRF1;"231 - IMPUGNACAO AO VALOR DA CAUSA CIVEL";2011-02-04;67589020114013800;1;"0006758-90.2011.4.01.3800 231 - Impugnação ao Valor da Causa Cível 04/02/2011";498343538
498;0006757-08.2011.4.01.3800;TRF1;"AGRAVO DE INSTRUMENTO";2011-04-13;187240420114010000;2;"0018724-04.2011.4.01.0000 Agravo de Instrumento 13/04/2011";479135607
499;0008674-57.2013.4.01.3100;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2013-11-12;86737220134013100;1;"0008673-72.2013.4.01.3100 1707 - Reintegração / Manutenção de Posse 26/10/2010";479844535
500;0008988-24.2009.4.01.3300;TRF1;"66 - ACAO POPULAR";2013-09-24;89882420094013300;1;"0008988-24.2009.4.01.3300 66 - Ação Popular 25/06/2009";487150471
501;0008988-24.2009.4.01.3300;TRF1;"66 - ACAO POPULAR";2013-09-24;89882420094013300;1;"0008988-24.2009.4.01.3300 66 - Ação Popular 25/06/2009";487150471
502;5000709-77.2022.8.21.0111;TRF4;USUCAPIAO;2016-08-15;50558204820164047100;1;"5055820-48.2016.4.04.7100 USUCAPIÃO";459273173
503;5001234-08.2020.8.13.0352;TJMG;"PROCEDIMENTO COMUM CIVEL";2020-04-02;50012340820208130352;1;"PROCEDIMENTO COMUM CÍVEL 5001234-08.2020.8.13.0352";400797048
504;5027778-76.2022.4.04.7100;TRF4;"AGRAVO DE INSTRUMENTO";2022-11-01;50458498620224040000;2;"5045849-86.2022.4.04.0000 Agravo de Instrumento";508778491
505;5000550-64.2019.4.03.6129;TRF3;"ACAO CIVIL PUBLICA";2019-08-14;50005506420194036129;1;"AÇÃO CIVIL PÚBLICA 5000550-64.2019.4.03.6129";375038766
506;0847272-91.2022.8.14.0301;TJPA;"EXECUCAO FISCAL";2018-12-31;8790528820188140301;1;"EXECUÇÃO FISCAL 0879052-88.2018.8.14.0301";344561574
507;0000299-10.2004.8.26.0172;TJSP;"IMPUGNACAO DE ASSISTENCIA JUDICIARIA";2011-11-08;20257220118260172;1;"Impugnação de Assistência Judiciária 0002025-72.2011.8.26.0172";521331316
508;0000299-10.2004.8.26.0172;TJSP;RECONVENCAO;2005-08-18;23652620058260172;1;"Reconvenção 0002365-26.2005.8.26.0172";522032827
509;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO";2017-12-15;149919020174020000;2;"0014991-90.2017.4.02.0000 Agravo de Instrumento";492276994
510;0000511-57.2013.4.02.5106;TRF2;"MANDADO DE SEGURANCA CIVEL SECAO";2013-12-16;108471520134020000;2;"0010847-15.2013.4.02.0000 Mandado de Segurança Cível (Seção)";492276996
511;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO - AGRAVOS - RECURSOS - PROCESSO CIVEL E DO TRABALHO";2018-08-21;87948520184020000;2;"0008794-85.2018.4.02.0000 Agravo de Instrumento - Agravos - Recursos - Processo Cível e do Trabalho";340917627
512;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO";2018-06-08;60814020184020000;2;"0006081-40.2018.4.02.0000 Agravo de Instrumento";492277037
513;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO";2014-01-31;102755920134020000;2;"0010275-59.2013.4.02.0000 Agravo de Instrumento";492277044
514;0000511-57.2013.4.02.5106;TRF2;"PROCEDIMENTO ORDINARIO - PROCEDIMENTO DE CONHECIMENTO - PROCESSO DE CONHECIMENTO - PROCESSO CIVEL E DO TRABALHO";2013-01-29;387120134025106;1;"0000038-71.2013.4.02.5106 Procedimento Ordinário - Procedimento de Conhecimento - Processo de Conhecimento - Processo Cível e do Trabalho";345641483
515;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO";2016-09-12;92787120164020000;2;"0009278-71.2016.4.02.0000 Agravo de Instrumento";492277043
516;0000511-57.2013.4.02.5106;TRF2;"AGRAVO DE INSTRUMENTO";2022-06-21;50087876620224020000;2;"5008787-66.2022.4.02.0000 Agravo de Instrumento";491997344
517;1001848-26.2022.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-12-07;10414592820224010000;2;"AGRAVO DE INSTRUMENTO 1041459-28.2022.4.01.0000";512141323
518;1001944-41.2022.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-07-19;10251867120224010000;2;"AGRAVO DE INSTRUMENTO 1025186-71.2022.4.01.0000";495310315
519;1001951-33.2022.4.01.3506;TRF1;"AGRAVO DE INSTRUMENTO";2022-10-17;10361286520224010000;2;"AGRAVO DE INSTRUMENTO 1036128-65.2022.4.01.0000";507069691
520;0007271-48.2003.4.01.3700;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2010-07-07;72714820034013700;1;"0007271-48.2003.4.01.3700 7 - Procedimento Comum Cível 11/07/2003";494609384
521;0007271-48.2003.4.01.3700;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2010-07-07;72714820034013700;1;"0007271-48.2003.4.01.3700 7 - Procedimento Comum Cível 11/07/2003";494609384
522;0020277-83.2018.8.13.0611;TJMG;"CIVEL ACAO CIVIL PUBLICA CIVEL";2022-07-20;202778320188130611;1;"[CÍVEL] AÇÃO CIVIL PÚBLICA CÍVEL 0020277-83.2018.8.13.0611";495621919
523;0000329-63.2008.8.05.0051;TJBA;"AGRAVO DE INSTRUMENTO";;94394520088050000;2;"Agravo de Instrumento 0009439-45.2008.8.05.0000";497713433
524;0863645-08.2019.8.14.0301;TJPA;"EXECUCAO DE TITULO EXTRAJUDICIAL";2019-07-12;8375642220198140301;1;"EXECUÇÃO DE TÍTULO EXTRAJUDICIAL 0837564-22.2019.8.14.0301";371225349
525;0863645-08.2019.8.14.0301;TJPA;"ACAO CIVIL PUBLICA";2019-11-29;8636450820198140301;1;"AÇÃO CIVIL PÚBLICA 0863645-08.2019.8.14.0301";387215001
526;0009142-52.2012.4.05.8400;TRF5;"APELACAO CIVEL";2018-04-10;91425220124058400;2;"APELAÇÃO CÍVEL 0009142-52.2012.4.05.8400";520366393
527;0010697-09.2005.4.03.6104;TRF3;APCIV;2011-04-14;106970920054036104;2;"0010697-09.2005.4.03.6104 1620707 ApCiv - SP";500276906
528;0010697-09.2005.4.03.6104;TRF3;"233 REINTEGRACAO MANUTENCAO DE POSSE";2006-09-11;106970920054036104;1;"0010697-09.2005.4.03.6104 233 . REINTEGRACAO/MANUTENCAO DE POSSE";500276673
