id;processo;tribunal;natureza;distribuicao_data;numero;instancia;codigo_identificador;id
270;0003287-64.2014.4.01.3702;TJMA;"CARTA PRECATORIA CIVEL";2019-09-03;8029529420198100034;1;"CARTA PRECATÓRIA CÍVEL 0802952-94.2019.8.10.0034";420192294
271;0001635-08.2016.4.01.4004;TRF1;"APELACAO REMESSA NECESSARIA";2018-12-03;16350820164014004;2;"0001635-08.2016.4.01.4004 Apelação / Remessa Necessária 03/12/2018";420618527
272;0001635-08.2016.4.01.4004;TRF1;"65 - ACAO CIVIL PUBLICA";2016-05-12;16350820164014004;1;"0001635-08.2016.4.01.4004 65 - Ação Civil Pública 11/05/2016";417737077
273;0001635-08.2016.4.01.4004;TRF1;"APELACAO REMESSA NECESSARIA";2019-02-19;16350820164014004;2;"APELAÇÃO / REMESSA NECESSÁRIA 0001635-08.2016.4.01.4004";420578985
274;0001635-08.2016.4.01.4004;TRF1;"SUSPENSAO DE LIMINAR E DE SENTENCA";2019-06-21;10184322120194010000;2;"SUSPENSÃO DE LIMINAR E DE SENTENÇA 1018432-21.2019.4.01.0000";369001054
275;0001635-08.2016.4.01.4004;TRF1;"AGRAVO DE INSTRUMENTO";2017-10-17;523587820174010000;2;"0052358-78.2017.4.01.0000 Agravo de Instrumento 17/10/2017";426661138
276;0000671-10.2019.4.01.4004;TRF1;"157 - CUMPRIMENTO PROVISORIO DE SENTENCA";2019-02-22;6711020194014004;1;"0000671-10.2019.4.01.4004 157 - Cumprimento Provisório de Sentença 22/02/2019";367055419
277;0001641-47.2018.4.01.3906;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2018-05-15;16414720184013906;1;"0001641-47.2018.4.01.3906 7 - Procedimento Comum Cível 15/05/2018";519880860
278;0001641-47.2018.4.01.3906;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2021-10-01;10358526820214010000;2;"CONFLITO DE COMPETÊNCIA CÍVEL 1035852-68.2021.4.01.0000";461708929
279;5084947-94.2017.8.13.0024;TJMG;"CIVEL DISSOLUCAO PARCIAL DE SOCIEDADE";2017-06-22;50849479420178130024;1;"[CÍVEL] DISSOLUÇÃO PARCIAL DE SOCIEDADE 5084947-94.2017.8.13.0024";420737346
280;0021683-68.2013.4.01.3300;TRF1;"65 - ACAO CIVIL PUBLICA";2013-06-26;216836820134013300;1;"0021683-68.2013.4.01.3300 65 - Ação Civil Pública 26/06/2013";420858106
281;0021683-68.2013.4.01.3300;TRF1;"PETICAO CIVEL";2014-04-28;150033320144013300;1;"PETIÇÃO CÍVEL 0015003-33.2014.4.01.3300";510490454
282;0021683-68.2013.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150041820144013300;1;"0015004-18.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432252
283;0021683-68.2013.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2014-04-28;150033320144013300;1;"0015003-33.2014.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 25/04/2014";510432196
284;0021683-68.2013.4.01.3300;TRF1;"PETICAO CIVEL";2014-04-28;150041820144013300;1;"PETIÇÃO CÍVEL 0015004-18.2014.4.01.3300";510490366
285;0021683-68.2013.4.01.3300;TRF1;"CUMPRIMENTO PROVISORIO DE SENTENCA";2016-08-03;238869520164013300;1;"CUMPRIMENTO PROVISÓRIO DE SENTENÇA 0023886-95.2016.4.01.3300";510491083
286;0021683-68.2013.4.01.3300;TRF1;"157 - CUMPRIMENTO PROVISORIO DE SENTENCA";2016-08-03;238869520164013300;1;"0023886-95.2016.4.01.3300 157 - Cumprimento Provisório de Sentença 02/08/2016";510431662
287;8000644-54.2017.8.05.0110;TJBA;"PROCEDIMENTO ORDINARIO";2017-05-20;80006445420178050110;1;"80006445420178050110 PROCEDIMENTO ORDINÁRIO";321635433
288;0000607-17.2019.8.11.0082;TJMT;"PROCESSO ADMINISTRATIVO";2019-02-25;6071720198110082;1;"607-17.2019.811.0082 Processo Administrativo 51158";369073167
289;1001489-52.2017.4.01.3700;TRF1;"PROCEDIMENTO COMUM CIVEL";2017-06-22;10014895220174013700;1;"PROCEDIMENTO COMUM CÍVEL 1001489-52.2017.4.01.3700";421204523
290;0001209-55.2017.4.01.3100;TRF1;"PETICAO CIVEL";2017-03-06;12095520174013100;1;"PETIÇÃO CÍVEL 0001209-55.2017.4.01.3100";421218379
291;0002141-36.2016.4.01.3825;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2016-09-09;21413620164013825;1;"0002141-36.2016.4.01.3825 1707 - Reintegração / Manutenção de Posse 09/09/2016";421297183
292;0002141-36.2016.4.01.3825;TJMG;"CIVEL CARTA PRECATORIA CIVEL";2022-11-09;50025249320228130738;1;"[CÍVEL] CARTA PRECATÓRIA CÍVEL 5002524-93.2022.8.13.0738";509509435
293;0001035-29.2016.4.01.3505;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2016-05-09;10352920164013505;1;"0001035-29.2016.4.01.3505 1707 - Reintegração / Manutenção de Posse 09/05/2016";417684844
294;0001035-29.2016.4.01.3505;TRF1;"AGRAVO DE INSTRUMENTO";2017-06-26;299092920174010000;2;"0029909-29.2017.4.01.0000 Agravo de Instrumento 26/06/2017";426855666
295;0001035-29.2016.4.01.3505;TRF1;"AGRAVO DE INSTRUMENTO";2017-04-04;159482120174010000;2;"0015948-21.2017.4.01.0000 Agravo de Instrumento 04/04/2017";432258493
296;0001959-77.2016.4.01.3816;TJMG;"CIVEL REINTEGRACAO MANUTENCAO DE POSSE";2018-04-16;50233436920168130024;1;"[CÍVEL] REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 5023343-69.2016.8.13.0024";422591554
297;0001959-77.2016.4.01.3816;TRF1;"APELACAO CIVEL";2020-08-26;19597720164013816;2;"APELAÇÃO CÍVEL 0001959-77.2016.4.01.3816";412901270
298;0000377-75.2016.4.01.3902;TRF1;"AGRAVO DE INSTRUMENTO";2016-05-23;278431320164010000;2;"0027843-13.2016.4.01.0000 Agravo de Instrumento 23/05/2016";374166312
299;0000377-75.2016.4.01.3902;TRF1;"APELACAO REMESSA NECESSARIA";2020-12-01;3777520164013902;2;"APELAÇÃO / REMESSA NECESSÁRIA 0000377-75.2016.4.01.3902";430097131
300;0000377-75.2016.4.01.3902;TRF1;"ACAO CIVIL PUBLICA CIVEL";2016-02-15;3777520164013902;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0000377-75.2016.4.01.3902";421839093
301;0000377-75.2016.4.01.3902;TRF1;"AGRAVO DE INSTRUMENTO";2016-09-28;578508520164010000;2;"0057850-85.2016.4.01.0000 Agravo de Instrumento 28/09/2016";486498989
302;0004203-76.2016.4.01.3816;TJMG;"REINTEGRACAO MANUTENCAO DE POSSE";2014-08-05;332587120148130034;1;"0033258-71.2014.8.13.0034 Reintegração / Manutenção de Posse";422952782
303;0004203-76.2016.4.01.3816;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2016-09-21;42037620164013816;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0004203-76.2016.4.01.3816";421913093
304;0004203-76.2016.4.01.3816;TRF6;"APELACAO CIVEL";2022-09-15;42037620164013816;2;"APELAÇÃO CÍVEL 0004203-76.2016.4.01.3816";516647154
305;0004203-76.2016.4.01.3816;TRF1;"APELACAO CIVEL";2020-09-16;42037620164013816;2;"APELAÇÃO CÍVEL 0004203-76.2016.4.01.3816";415177178
306;0003809-69.2016.4.01.3816;TRF1;"PROCEDIMENTO COMUM CIVEL";2016-08-16;38096920164013816;1;"PROCEDIMENTO COMUM CÍVEL 0003809-69.2016.4.01.3816";422079006
307;0037575-69.2013.4.01.3800;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2015-02-04;375756920134013800;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0037575-69.2013.4.01.3800";422108623
308;0053390-09.2013.4.01.3800;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2016-11-07;533900920134013800;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0053390-09.2013.4.01.3800";422192359
309;0053390-09.2013.4.01.3800;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2022-06-14;10204198720224010000;2;"CONFLITO DE COMPETÊNCIA CÍVEL 1020419-87.2022.4.01.0000";490892124
310;0002666-93.2016.4.01.3315;TRF1;"PEDIDO DE EFEITO SUSPENSIVO A APELACAO";2023-02-14;10054061420234010000;2;"PEDIDO DE EFEITO SUSPENSIVO À APELAÇÃO 1005406-14.2023.4.01.0000";518317149
311;0002666-93.2016.4.01.3315;TRF1;"ACAO CIVIL PUBLICA CIVEL";2016-11-10;26669320164013315;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0002666-93.2016.4.01.3315";422210345
312;0000377-75.2016.4.01.3902;TRF1;"AGRAVO DE INSTRUMENTO";2016-05-23;278431320164010000;2;"0027843-13.2016.4.01.0000 Agravo de Instrumento 23/05/2016";374166312
313;0000377-75.2016.4.01.3902;TRF1;"APELACAO REMESSA NECESSARIA";2020-12-01;3777520164013902;2;"APELAÇÃO / REMESSA NECESSÁRIA 0000377-75.2016.4.01.3902";430097131
314;0000377-75.2016.4.01.3902;TRF1;"ACAO CIVIL PUBLICA CIVEL";2016-02-15;3777520164013902;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0000377-75.2016.4.01.3902";421839093
315;0000377-75.2016.4.01.3902;TRF1;"AGRAVO DE INSTRUMENTO";2016-09-28;578508520164010000;2;"0057850-85.2016.4.01.0000 Agravo de Instrumento 28/09/2016";486498989
316;0011996-51.2014.8.10.0001;TJMA;"EXECUCAO DE TITULO EXTRAJUDICIAL";2014-01-27;119965120148100001;1;"0011996-51.2014.810.0001 Execução de Título Extrajudicial";359346597
317;0011996-51.2014.8.10.0001;TJMA;"PROCESSO CIVEL E DO TRABALHO PROCESSO DE CONHECIMENTO PROCEDIMENTO DE CONHECIMENTO PROCEDIMENTO COMUM CIVEL";2014-03-21;119965120148100001;1;"11996-51.2014.8.10.0001 PROCESSO CÍVEL E DO TRABALHO | Processo de Conhecimento | Procedimento de Conhecimento | Procedimento Comum Cível";373370641
318;0003253-58.2015.4.01.3313;TRF1;"APELACAO CIVEL";2022-01-27;32535820154013313;2;"APELAÇÃO CÍVEL 0003253-58.2015.4.01.3313";471769857
319;0004331-66.2015.4.01.3902;TRF1;"CUMPRIMENTO PROVISORIO DE SENTENCA";2022-11-11;10202191420224013902;1;"CUMPRIMENTO PROVISÓRIO DE SENTENÇA 1020219-14.2022.4.01.3902";509754750
320;0004331-66.2015.4.01.3902;TRF1;"APELACAO CIVEL";2020-06-12;43316620154013902;2;"APELAÇÃO CÍVEL 0004331-66.2015.4.01.3902";406875383
321;0008348-76.2014.4.01.3807;TRF1;"PROCEDIMENTO COMUM CIVEL";2014-06-29;83487620144013807;1;"PROCEDIMENTO COMUM CÍVEL 0008348-76.2014.4.01.3807";422584000
322;5023343-69.2016.8.13.0024;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2016-05-02;19597720164013816;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001959-77.2016.4.01.3816";421541836
323;0023130-55.2013.4.01.3700;TRF1;"APELACAO CIVEL";2018-04-16;231305520134013700;2;"APELAÇÃO CÍVEL 0023130-55.2013.4.01.3700";393362697
324;0023130-55.2013.4.01.3700;TRF1;"APELACAO CIVEL";2017-10-06;231305520134013700;2;"0023130-55.2013.4.01.3700 Apelação Cível 06/10/2017";359915043
325;0023130-55.2013.4.01.3700;TRF1;"65 - ACAO CIVIL PUBLICA CIVEL";2014-09-04;231305520134013700;1;"0023130-55.2013.4.01.3700 65 - Ação Civil Pública Cível 10/06/2013";393775194
326;0023130-55.2013.4.01.3700;TRF1;"65 - ACAO CIVIL PUBLICA";2014-09-04;231305520134013700;1;"0023130-55.2013.4.01.3700 65 - Ação Civil Pública 10/06/2013";359914938
327;0000734-66.2012.8.10.0101;TJMA;"PROCESSO CIVEL E DO TRABALHO PROCESSO DE CONHECIMENTO PROCEDIMENTO DE CONHECIMENTO PROCEDIMENTOS ESPECIAIS PROCEDIMENTOS ESPECIAIS DE JURISDICAO CONTENCIOSA REINTEGRACAO MANUTENCAO DE POSSE";2012-12-27;7346620128100101;1;"734-66.2012.8.10.0101 PROCESSO CÍVEL E DO TRABALHO | Processo de Conhecimento | Procedimento de Conhecimento | Procedimentos Especiais | Procedimentos Especiais de Jurisdição Contenciosa | Reintegração / Manutenção de Posse";403859719
328;0000540-06.2011.8.10.0100;TJMA;"PROCESSO CIVEL E DO TRABALHO PROCESSO DE CONHECIMENTO PROCEDIMENTO DE CONHECIMENTO PROCEDIMENTOS ESPECIAIS PROCEDIMENTOS ESPECIAIS DE JURISDICAO CONTENCIOSA REINTEGRACAO MANUTENCAO DE POSSE";2011-12-12;5400620118100100;1;"540-06.2011.8.10.0100 PROCESSO CÍVEL E DO TRABALHO | Processo de Conhecimento | Procedimento de Conhecimento | Procedimentos Especiais | Procedimentos Especiais de Jurisdição Contenciosa | Reintegração / Manutenção de Posse";318302869
329;0003158-79.2012.4.01.4300;TRF1;"APELACAO CIVEL 198";2019-11-12;31587920124014300;2;"APELAÇÃO CÍVEL 0003158-79.2012.4.01.4300";385195264
330;0001547-48.2012.4.01.3506;TRF1;"APELACAO CIVEL";2020-07-10;15474820124013506;2;"APELAÇÃO CÍVEL 0001547-48.2012.4.01.3506";408756671
331;0000389-29.2011.8.18.0064;TJPI;"PROCEDIMENTO COMUM CIVEL";2011-06-09;3892920118180064;1;"0000389-29.2011.8.18.0064 Procedimento Comum Cível";411711621
332;0069367-48.2011.4.01.3400;TRF1;"PROCEDIMENTO COMUM CIVEL";2011-12-16;693674820114013400;1;"PROCEDIMENTO COMUM CÍVEL 0069367-48.2011.4.01.3400";423611549
333;0006668-91.2011.4.01.3506;TRF1;"ACAO CIVIL PUBLICA CIVEL";2011-11-21;66689120114013506;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0006668-91.2011.4.01.3506";423636544
334;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2016-04-26;224301920164010000;2;"0022430-19.2016.4.01.0000 Agravo de Instrumento 26/04/2016";428460821
335;0065706-22.2015.4.01.3400;TRF1;"PROCEDIMENTO COMUM CIVEL";2015-11-11;657062220154013400;1;"PROCEDIMENTO COMUM CÍVEL 0065706-22.2015.4.01.3400";423835626
336;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2015-12-17;710153920154010000;2;"0071015-39.2015.4.01.0000 Agravo de Instrumento 17/12/2015";424785408
337;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2022-02-09;10035972320224010000;2;"AGRAVO DE INSTRUMENTO 1003597-23.2022.4.01.0000";473047899
338;0001483-53.2017.4.01.3315;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2017-06-26;14835320174013315;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001483-53.2017.4.01.3315";423848413
339;0009285-77.2004.4.01.3600;TRF1;"INTERDITO PROIBITORIO";2004-10-20;92857720044013600;1;"INTERDITO PROIBITÓRIO 0009285-77.2004.4.01.3600";423949619
340;0001117-47.2008.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11174720084013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001117-47.2008.4.01.3309";424001345
341;0018972-03.2007.4.01.3300;TRF1;"PROCEDIMENTO COMUM CIVEL";2013-09-24;189720320074013300;1;"PROCEDIMENTO COMUM CÍVEL 0018972-03.2007.4.01.3300";424330157
342;0001328-49.2009.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2009-11-13;13284920094013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001328-49.2009.4.01.3309";424380116
343;0001328-49.2009.4.01.3309;TRF1;"AGRAVO DE INSTRUMENTO";2010-03-11;81063420104010000;2;"0008106-34.2010.4.01.0000 Agravo de Instrumento 25/02/2010";432001771
344;0000932-09.2008.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2008-08-21;9320920084013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0000932-09.2008.4.01.3309";424624756
345;1004128-81.2020.8.26.0281;TJSP;"CUMPRIMENTO DE SENTENCA";2022-02-16;5436720228260281;1;"Cumprimento de sentença 0000543-67.2022.8.26.0281";473715582
346;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2016-04-26;224301920164010000;2;"0022430-19.2016.4.01.0000 Agravo de Instrumento 26/04/2016";428460821
347;0065706-22.2015.4.01.3400;TRF1;"PROCEDIMENTO COMUM CIVEL";2015-11-11;657062220154013400;1;"PROCEDIMENTO COMUM CÍVEL 0065706-22.2015.4.01.3400";423835626
348;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2015-12-17;710153920154010000;2;"0071015-39.2015.4.01.0000 Agravo de Instrumento 17/12/2015";424785408
349;0065706-22.2015.4.01.3400;TRF1;"AGRAVO DE INSTRUMENTO";2022-02-09;10035972320224010000;2;"AGRAVO DE INSTRUMENTO 1003597-23.2022.4.01.0000";473047899
350;0001483-53.2017.4.01.3315;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2017-06-26;14835320174013315;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001483-53.2017.4.01.3315";423848413
351;0017512-34.2014.4.01.3300;TRF1;"230 - IMPUGNACAO AO PEDIDO DE ASSISTENCIA LITISCONSORCIAL OU SIMPLES";2015-06-12;195309120154013300;1;"0019530-91.2015.4.01.3300 230 - Impugnação ao Pedido de Assistência Litisconsorcial ou Simples 12/06/2015";430698237
352;0017512-34.2014.4.01.3300;TRF1;"AGRAVO DE INSTRUMENTO";2014-07-22;397444620144010000;2;"0039744-46.2014.4.01.0000 Agravo de Instrumento 21/07/2014";426691912
353;0009285-77.2004.4.01.3600;TRF1;"INTERDITO PROIBITORIO";2004-10-20;92857720044013600;1;"INTERDITO PROIBITÓRIO 0009285-77.2004.4.01.3600";423949619
354;1030582-79.2020.8.11.0002;TJMT;"INTERDITO PROIBITORIO";2020-11-02;10305827920208110002;1;"INTERDITO PROIBITÓRIO 1030582-79.2020.8.11.0002";419907569
355;0001117-47.2008.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11174720084013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001117-47.2008.4.01.3309";424001345
356;1053264-40.2020.4.01.3300;TRF1;"AGRAVO DE INSTRUMENTO";2021-03-17;10094037320214010000;2;"AGRAVO DE INSTRUMENTO 1009403-73.2021.4.01.0000";444972679
357;1053264-40.2020.4.01.3300;TRF1;"AGRAVO DE INSTRUMENTO";2021-01-25;10025548520214010000;2;"AGRAVO DE INSTRUMENTO 1002554-85.2021.4.01.0000";438977261
358;0002666-93.2016.4.01.3315;TRF1;"PEDIDO DE EFEITO SUSPENSIVO A APELACAO";2023-02-14;10054061420234010000;2;"PEDIDO DE EFEITO SUSPENSIVO À APELAÇÃO 1005406-14.2023.4.01.0000";518317149
359;0002666-93.2016.4.01.3315;TRF1;"ACAO CIVIL PUBLICA CIVEL";2016-11-10;26669320164013315;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0002666-93.2016.4.01.3315";422210345
360;0002940-70.2020.8.26.0281;TJSP;"ACAO DE EXIGIR CONTAS";2018-08-14;10035725020188260281;1;"Ação de Exigir Contas 1003572-50.2018.8.26.0281";331101541
361;0018972-03.2007.4.01.3300;TRF1;"PROCEDIMENTO COMUM CIVEL";2013-09-24;189720320074013300;1;"PROCEDIMENTO COMUM CÍVEL 0018972-03.2007.4.01.3300";424330157
362;0001992-17.2008.4.01.3309;TRF1;"AGRAVO DE INSTRUMENTO";2016-03-11;131927320164010000;2;"0013192-73.2016.4.01.0000 Agravo de Instrumento 11/03/2016";427069801
363;0001992-17.2008.4.01.3309;TRF1;"PROCEDIMENTO COMUM CIVEL";2008-12-18;19921720084013309;1;"PROCEDIMENTO COMUM CÍVEL 0001992-17.2008.4.01.3309";427773208
364;0001328-49.2009.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2009-11-13;13284920094013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0001328-49.2009.4.01.3309";424380116
365;0001328-49.2009.4.01.3309;TRF1;"AGRAVO DE INSTRUMENTO";2010-03-11;81063420104010000;2;"0008106-34.2010.4.01.0000 Agravo de Instrumento 25/02/2010";432001771
366;0006668-91.2011.4.01.3506;TRF1;"ACAO CIVIL PUBLICA CIVEL";2011-11-21;66689120114013506;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0006668-91.2011.4.01.3506";423636544
367;0006856-74.2017.4.01.3700;TRF1;"AGRAVO DE INSTRUMENTO";2017-07-27;376269220174010000;2;"0037626-92.2017.4.01.0000 Agravo de Instrumento 27/07/2017";428942679
368;0006856-74.2017.4.01.3700;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2017-02-09;68567420174013700;1;"0006856-74.2017.4.01.3700 7 - Procedimento Comum Cível 09/02/2017";428124822
369;0006856-74.2017.4.01.3700;TRF1;"APELACAO CIVEL";2022-12-19;68567420174013700;2;"APELAÇÃO CÍVEL 0006856-74.2017.4.01.3700";513391493
370;7000780-22.2016.8.22.0016;TJRO;"PROCEDIMENTO DO JUIZADO ESPECIAL CIVEL";2016-06-22;70007802220168220016;1;"PROCEDIMENTO DO JUIZADO ESPECIAL CÍVEL 7000780-22.2016.8.22.0016";428186426
371;0041728-64.2011.4.01.3300;TRF1;"PROCEDIMENTO COMUM CIVEL";2012-08-31;417286420114013300;1;"PROCEDIMENTO COMUM CÍVEL 0041728-64.2011.4.01.3300";423636390
372;0041728-64.2011.4.01.3300;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2012-02-06;56305220124010000;2;"0005630-52.2012.4.01.0000 Conflito de competência cível 06/02/2012";431521952
373;0041728-64.2011.4.01.3300;TRF1;"AGRAVO DE INSTRUMENTO";2012-11-05;686069520124010000;2;"0068606-95.2012.4.01.0000 Agravo de Instrumento 05/11/2012";431241340
374;0003809-69.2016.4.01.3816;TRF1;"PROCEDIMENTO COMUM CIVEL";2016-08-16;38096920164013816;1;"PROCEDIMENTO COMUM CÍVEL 0003809-69.2016.4.01.3816";422079006
375;0000932-09.2008.4.01.3309;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2008-08-21;9320920084013309;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0000932-09.2008.4.01.3309";424624756
376;0019000-68.2007.4.01.3300;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2012-08-10;495187120124010000;2;"0049518-71.2012.4.01.0000 Conflito de competência cível 10/08/2012";428425095
377;0019000-68.2007.4.01.3300;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2012-11-30;190006820074013300;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0019000-68.2007.4.01.3300";428684767
378;0007337-46.2013.4.01.3807;TRF1;"CUMPRIMENTO DE SENTENCA 12251 - EXECUCAO DE TITULO JUDICIAL - CEJUSC";2013-03-18;4054220134013807;1;"0000405-42.2013.4.01.3807 Cumprimento de sentença \ 12251 - Execução de Título Judicial - CEJUSC 22/01/2013";426036181
379;0007337-46.2013.4.01.3807;TRF1;"7 - PROCEDIMENTO COMUM CIVEL";2013-03-18;4054220134013807;1;"0000405-42.2013.4.01.3807 7 - Procedimento Comum Cível 22/01/2013";426036171
380;0001116-62.2008.4.01.3309;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11166220084013309;1;"0001116-62.2008.4.01.3309 1707 - Reintegração / Manutenção de Posse 08/10/2008";429040788
381;0001116-62.2008.4.01.3309;TRF1;"EMBARGOS DE TERCEIRO CIVEL";2020-11-12;10053496520204013309;1;"EMBARGOS DE TERCEIRO CÍVEL 1005349-65.2020.4.01.3309";424278966
382;0001116-62.2008.4.01.3309;TRF1;"EMBARGOS DE TERCEIRO CIVEL";2018-12-11;10012762120184013309;1;"EMBARGOS DE TERCEIRO CÍVEL 1001276-21.2018.4.01.3309";477485273
383;0001116-62.2008.4.01.3309;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2008-10-09;11166220084013309;1;"0001116-62.2008.4.01.3309 1707 - Reintegração / Manutenção de Posse 08/10/2008";429040788
384;0001116-62.2008.4.01.3309;TRF1;"EMBARGOS DE TERCEIRO CIVEL";2020-11-12;10053496520204013309;1;"EMBARGOS DE TERCEIRO CÍVEL 1005349-65.2020.4.01.3309";424278966
385;0001116-62.2008.4.01.3309;TRF1;"EMBARGOS DE TERCEIRO CIVEL";2018-12-11;10012762120184013309;1;"EMBARGOS DE TERCEIRO CÍVEL 1001276-21.2018.4.01.3309";477485273
386;0001209-55.2017.4.01.3100;TRF1;"PETICAO CIVEL";2017-03-06;12095520174013100;1;"PETIÇÃO CÍVEL 0001209-55.2017.4.01.3100";421218379
387;0006805-78.2003.8.11.0002;TRF1;"APELACAO CIVEL";2016-11-24;680328120164019199;2;"0068032-81.2016.4.01.9199 Apelação Cível 23/11/2016";429107160
388;5001383-61.2020.8.13.0624;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2017-08-09;10002412120174013807;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 1000241-21.2017.4.01.3807";304360809
389;0000680-47.2012.8.14.0018;TJPA;"APELACAO CIVEL";2022-02-11;6804720128140018;2;"APELAÇÃO CÍVEL 0000680-47.2012.8.14.0018";520215931
390;0037575-69.2013.4.01.3800;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2015-02-04;375756920134013800;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0037575-69.2013.4.01.3800";422108623
391;0008580-20.2016.4.01.3807;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2016-12-02;85906420164013807;1;"0008590-64.2016.4.01.3807 1707 - Reintegração / Manutenção de Posse 29/11/2016";432905643
392;0019000-68.2007.4.01.3300;TRF1;"CONFLITO DE COMPETENCIA CIVEL";2012-08-10;495187120124010000;2;"0049518-71.2012.4.01.0000 Conflito de competência cível 10/08/2012";428425095
393;0019000-68.2007.4.01.3300;TRF1;"REINTEGRACAO MANUTENCAO DE POSSE";2012-11-30;190006820074013300;1;"REINTEGRAÇÃO / MANUTENÇÃO DE POSSE 0019000-68.2007.4.01.3300";428684767
394;0019530-91.2015.4.01.3300;TRF1;"65 - ACAO CIVIL PUBLICA";2014-05-22;175123420144013300;1;"0017512-34.2014.4.01.3300 65 - Ação Civil Pública 22/05/2014";425395826
395;0019530-91.2015.4.01.3300;TRF1;"AGRAVO DE INSTRUMENTO";2016-06-13;322783020164010000;2;"0032278-30.2016.4.01.0000 Agravo de Instrumento 13/06/2016";431504491
396;0016427-31.2014.4.01.3100;TRF1;"ACAO CIVIL PUBLICA CIVEL";2014-12-12;164273120144013100;1;"AÇÃO CIVIL PÚBLICA CÍVEL 0016427-31.2014.4.01.3100";422894378
397;0036211-66.2016.4.01.3700;TRF1;"1707 - REINTEGRACAO MANUTENCAO DE POSSE";2016-10-07;362116620164013700;1;"0036211-66.2016.4.01.3700 1707 - Reintegração / Manutenção de Posse 07/10/2016";431089909
