;REGIÃO;UF;MUNICÍPIO ;COMUNIDADE;Nº PROCESSO NA FCP;ETAPA ATUAL PROCESSO FCP;Nº DA PORTARIA;DATA DA PORTARIA NO DOU;Nº PROCESSO INCRA;ETAPA DO PROCESSO DE TITULAÇÃO
1;NORDESTE;BA;SÃO GABRIEL;BUQUEIRÃO DOS CARLOS;01420.006554/2011-01;CERTIFICADA;91/2011;17/06/2011;54160.001254/2013-64;
1;NORDESTE;BA;SÃO GABRIEL;CURRALINHO;01420.006558/2011-81;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;VITÓRIA DA CONQUISTA;LARANJEIRAS;01420.005606/2011-14;CERTIFICADA;91/2011;17/06/2011;54160.001342/2013-66;
1;NORDESTE;CE;QUITERIANÓPOLIS;FURADA;01420.000409/2011-17;CERTIFICADA;91/2011;17/06/2011;54130.000080/2012-99 ;
1;NORDESTE;CE;QUITERIANÓPOLIS;SÃO JERÔNIMO;01420.001214/2009-61;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;CEDRAL;ENGOLE;01420.005464/2011-95;CERTIFICADA;91/2011;17/06/2011;54230.005145/2011-83 ;
1;NORDESTE;MA;CENTRAL DO MARANHÃO;BOA VISTA;01420.005456/2011-49;CERTIFICADA;91/2011;17/06/2011;54230.003936/2011-79 ;
1;NORDESTE;MA;OLINDA NOVA DO MARANHÃO;SÃO BENEDITO DOS CARNEIROS;01420.006225/2011-52;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SANTA HELENA;PAU POMBO;01420.005465/2011-30;CERTIFICADA;91/2011;17/06/2011;54230.003942/2011-26;
1;NORDESTE;MA;SERRANO DO MARANHÃO;BRASÍLIA;01420.002618/2011-97;CERTIFICADA;91/2011;17/06/2011;54230.004272/2009-14 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;PONTA;01420.005469/2011-18;CERTIFICADA;91/2011;17/06/2011;54230.004250/2009-81 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;SANTA FILOMENA;01420.005476/2011-10;CERTIFICADA;91/2011;17/06/2011;54230.004246/2009-12 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;CEDRO;01420.005462/2011-04;CERTIFICADA;91/2011;17/06/2011;54230.004251/2009-25 ;
1;NORDESTE;MA;TURILÂNDIA;PINDOBAL DE FAMA;01420.005473/2011-86;CERTIFICADA;91/2011;17/06/2011;54230.012479/2010-22 ;
1;SUDESTE;MG;DIAMANTINA;VARGEM DO INHAÍ;01420.005421/2011-18;CERTIFICADA;91/2011;17/06/2011;54170.004355/2011-14;
1;NORDESTE;PB;POMBAL;DANIEL;01420.004888/2011-32;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PB;POMBAL;RUFINOS DO SÍTIO SÃO JOÃO;01420.004861/2011-40;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;MIRANDIBA;FAZENDA QUIXABEIRA HELENA GOMES DA SILVA;01420.006105/2011-55;CERTIFICADA;91/2011;17/06/2011;54141.001650/2013-10;
1;SUL;RS;PIRATINI;SÃO MANOEL;01420.003321/2011-49;CERTIFICADA;91/2011;17/06/2011;54220.000745/2011-74;
1;NORDESTE;SE;ILHA DAS FLORES;BONGUE;01420.005406/2011-61;CERTIFICADA;91/2011;17/06/2011;54370.001178/2011-50 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;BOA ESPERANÇA DOS CAMPOS;01420.005142/2010-65;CERTIFICADA;91/2011;17/06/2011;54230.004248/2009-10;
1;CENTRO-OESTE;MS;NIOAQUE;FAMÍLIA BULHÕES;01420.005327/2011-51;CERTIFICADA;91/2011;17/06/2011;54290.001353/2011-07 ;
1;CENTRO-OESTE;MS;NIOAQUE;FAMÍLIA MARTINS DA CONCEIÇÃO;01420.002473/2011-24;CERTIFICADA;91/2011;17/06/2011;54290.000948/2011-37 ;
1;NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;PAJEÚ;01420.001257/2010-81;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;LAGOA DOS COUROS;01420.001256/2010-36;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORTE;AP;SANTANA;IGARAPÉ DO LAGO;01420.007090/2011-42;CERTIFICADA;91/2011;17/06/2011;54350.001037/2013-37 ;
1;NORDESTE;MA;MIRINZAL;BOM VIVER;01420.007125/2011-43;CERTIFICADA;91/2011;17/06/2011;54230.001213/2012-16;
1;NORDESTE;MA;SÃO VICENTE FERRER;CANTA GALO I;01420.006796/2011-97;CERTIFICADA;91/2011;17/06/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SERRANO DO MARANHÃO;NAZARÉ;01420.007133/2011-90;CERTIFICADA;91/2011;17/06/2011;54230.004225/2001-11 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;SANTA ROSA;01420.007140/2011-91;CERTIFICADA;91/2011;17/06/2011;54230.003943/2011-71 ;
1;NORDESTE;MA;SERRANO DO MARANHÃO;AÇUDE;01420.007121/2011-65;CERTIFICADA;91/2011;17/06/2011;54230.005757/2011-76;
1;NORDESTE;MA;SERRANO DO MARANHÃO;FRECHAL DOS CAMPOS;01420.007126/2011-98;CERTIFICADA;91/2011;17/06/2011;54230.004247/2009-67 ;
1;SUDESTE;RJ;CABO FRIO;MARIA JOAQUINA;01420.006924/2011-01;CERTIFICADA;91/2011;17/06/2011;54180.000419/2013-42 ;
1;NORTE;AP;MACAPÁ;SANTA LÚZIA DO MARUANUM I;01420.010618/2011-61;CERTIFICADA;165/2011;04/10/2011;54350.000221/2012-89 ;
1;NORTE;AP;MACAPÁ;SÃO JOÃO DO MARUANUM II;01420.010619/2011-13;CERTIFICADA;165/2011;04/10/2011;54350.001694/2013-84 ;
1;SUDESTE;RJ;CABO FRIO;MARIA ROMANA;01420.007498/2011-14;CERTIFICADA;165/2011;04/10/2011;54180.001440/2011-01 ;
1;NORDESTE;BA;SIMÕES FILHO;RIO DOS MACACOS;01420.011454/2011-99;CERTIFICADA;165/2011;04/10/2011;54160.003162/2011-57;PORTARIA NO DOU
1;NORDESTE;PI;REDENÇÃO DO GURGUÉIA;BREJÃO DOS AIPINS;01420.010844/2011-41;CERTIFICADA;181/2011;08/11/2011;54330.002282/2005-02;
1;NORDESTE;CE;OCARA;MELÂNCIAS;01420.003633/2010-71;CERTIFICADA;181/2011;08/11/2011;54130.001018/2011-33;
1;NORDESTE;SE;PIRAMBU;ALAGAMAR;01420.007669/2011-13;CERTIFICADA;181/2011;08/11/2011;54370.001342/2011-29 ;RTID
1;NORDESTE;SE;CAPELA;CANTA GALO;01420.007670/2011-30;CERTIFICADA;181/2011;08/11/2011;54370.001341/2011-84 ;
1;NORDESTE;BA;BONITO;BOTAFOGO;01420.013971/2011-01;CERTIFICADA;195/2011;01/12/2011;54160.002660/2014-25;
1;NORDESTE;BA;BONITO;VARAME;01420.013984/2011-71;CERTIFICADA;195/2011;01/12/2011;54160.002340/2013-94;
1;NORDESTE;BA;BONITO;RIO DAS LAGES;01420.013982/2011-82;CERTIFICADA;195/2011;01/12/2011;54160.003108/2014-54;
1;NORDESTE;BA;BONITO;RIBEIRO;01420.013981/2011-38;CERTIFICADA;195/2011;01/12/2011;54160.002593/2013-68;
1;NORDESTE;BA;BONITO;QUIXABÁ;01420.013980/2011-93;CERTIFICADA;195/2011;01/12/2011;54160.002338/2013-15;
1;NORDESTE;BA;BONITO;MATA FLORENÇA;01420.013979/2011-69;CERTIFICADA;195/2011;01/12/2011;54160.002339/2013-60;
1;NORDESTE;BA;BONITO;GUARANI;01420.013977/2011-70;CERTIFICADA;195/2011;01/12/2011;54160.002589/2014-81;
1;NORDESTE;BA;BONITO;GRAMIAR;01420.013976/2011-25;CERTIFICADA;195/2011;01/12/2011;54160.002299/2013-56;
1;NORDESTE;BA;BONITO;CABECEIRA DO BREJO;01420.013972/2011-47;CERTIFICADA;195/2011;01/12/2011;54160.002295/2013-78;
1;NORDESTE;BA;BONITO;CATUABINHA;01420.013974/2011-36;CERTIFICADA;195/2011;01/12/2011;54160.000031/2014-61;
1;NORDESTE;BA;BONITO;GITIRANA;01420.013975/2011-81;CERTIFICADA;195/2011;01/12/2011;54160.002297/2013-67;
1;NORDESTE;BA;BONITO;ARIZONA;01420.013966/2011-90;CERTIFICADA;195/2011;01/12/2011;54160.002296/2013-12;
1;NORDESTE;BA;BONITO;BAIXA DO CHEIRO;01420.013968/2011-89;CERTIFICADA;195/2011;01/12/2011;54160.000030/2014-16;
1;NORDESTE;BA;BONITO;BAIXA VISTOSA;01420.013969/2011-23;CERTIFICADA;195/2011;01/12/2011;54160.002298/2013-10;
1;NORDESTE;BA;PIATÃ;TIJUCO E CAPÃO FRIO;01420.003315/2011-91;CERTIFICADA;195/2011;01/12/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;AXIXÁ;MUNIM MIRIM;01420.011526/2011-06;CERTIFICADA;195/2011;01/12/2011;54230.005317/2011-19 ;
1;NORDESTE;MA;CURURUPU;FORTALEZA;01420.001633/2010-37;CERTIFICADA;195/2011;01/12/2011;54230.000385/2014-34 ;
1;NORDESTE;MA;CURURUPU;SANTA RITA;01420.001632/2010-92;CERTIFICADA;195/2011;01/12/2011;54230.000593/2014-33 ;
1;NORDESTE;BA;MIRANGABA;NUGUAÇU;01420.011971/2011-68;CERTIFICADA;195/2011;01/12/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;BA;QUIXABEIRA;ALTO DO CAPIM;01420.011974/2011-00;CERTIFICADA;195/2011;01/12/2011;54160.000915/2013-34;
1;NORDESTE;BA;MONTE SANTO;LAGE DO ANTÔNIO;01420.010158/2011-71;CERTIFICADA;195/2011;01/12/2011;54160.000160/2012-97;
1;NORDESTE;BA;ARAÇAS;FAZENDA CRUZEIRO;01420.006929/2011-25;CERTIFICADA;195/2011;01/12/2011;54160.002812/2013-17;
1;NORDESTE;BA;TEOLÂNDIA;BOQUEIRÃO;01420.007302/2011-91;CERTIFICADA;195/2011;01/12/2011;54160.002659/2014-09;
1;NORDESTE;BA;LIVRAMENTO DE NOSSA SENHORA;COUROS;01420.007500/2011-55;CERTIFICADA;195/2011;01/12/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SANTA HELENA;BOM QUE DÓI e FAXINA;01420.011090/2011-47;CERTIFICADA;195/2011;01/12/2011;54230.005758/2011-11;
1;NORDESTE;MA;CURURUPU;CEARÁ;01420.013434/2011-52;CERTIFICADA;195/2011;01/12/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;MA;SANTA HELENA;BOI DO CARRO;01420.011092/2011-36;CERTIFICADA;195/2011;01/12/2011;54230.005750/2011-54;
1;NORDESTE;MA;SANTA HELENA;CHAPADINHA;01420.007111/2011-20;CERTIFICADA;195/2011;01/12/2011;54230.003781/2011-71;
1;NORDESTE;MA;SANTA HELENA;SANTA SEVERA e SÃO ROQUE;01420.005484/2011-66;CERTIFICADA;195/2011;01/12/2011;54230.005747/2011-31;
1;NORDESTE;MA;SANTA HELENA;SÃO RAIMUNDO;01420.007109/2011-51;CERTIFICADA;195/2011;01/12/2011;54230.003935/2011-24;
1;NORDESTE;MA;SANTA HELENA;ARMÍNDIO;01420.007116/2011-52;CERTIFICADA;195/2011;01/12/2011;54230.006125/2011-20;
1;NORDESTE;MA;SANTA HELENA;POVOADO DE VIVO;01420.005486/2011-55;CERTIFICADA;195/2011;01/12/2011;NÃO TEM PROCESSO NO INCRA;
1;NORDESTE;PE;MIRANDIBA;SERRA DO TALHADO;01420.006992/2010-81;CERTIFICADA;195/2011;01/12/2011;54141.000359/2009-48;
1;NORDESTE;PE;LAGOA GRANDE;LAMBEDOR;01420.008438/2011-19;CERTIFICADA;195/2011;01/12/2011;54141.000474/2012-18;
